Cohort Year,Division Number,Division Name,Type of Graduation Rate,Rate Type,Graduation Rate,Students in Cohort,Total Graduates,Advanced Studies,IB,Standard,Other Diplomas,Applied Studies,GED,ISAEP,Certificate of Completion,Completion Rate,Dropout Rate,Dropouts,Still Enrolled,Long-Term Absence
2009,44,Henry County,On-Time Graduation Rate,4 yr rate,81.29%,652,529,223,0,264,31,12,0,34,0,86.50%,12.27%,80,6,2
2009,45,Highland County,On-Time Graduation Rate,4 yr rate,96.55%,29,28,15,0,11,<,0,0,0,0,96.55%,3.45%,1,0,0
2009,114,Hopewell City,On-Time Graduation Rate,4 yr rate,60.73%,331,201,54,0,129,<,17,0,26,0,68.58%,24.47%,81,16,7
2009,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,83.61%,476,398,251,0,136,<,<,6,4,0,85.71%,11.34%,54,10,4
2009,48,King George County,On-Time Graduation Rate,4 yr rate,84.42%,321,271,127,0,131,<,<,4,0,<,85.98%,10.90%,35,9,1
2009,50,King William County,On-Time Graduation Rate,4 yr rate,90.07%,151,136,44,0,78,<,<,0,1,0,90.73%,7.28%,11,3,0
2009,49,King and Queen County,On-Time Graduation Rate,4 yr rate,85.29%,68,58,20,0,35,<,<,0,0,<,86.76%,13.24%,9,0,0
2009,51,Lancaster County,On-Time Graduation Rate,4 yr rate,82.79%,122,101,54,0,40,<,<,0,7,0,88.52%,10.66%,13,1,0
2009,52,Lee County,On-Time Graduation Rate,4 yr rate,65.47%,278,182,54,0,116,10,<,2,1,<,68.71%,21.58%,60,21,6
2009,53,Loudoun County,On-Time Graduation Rate,4 yr rate,93.69%,"3,660","3,429","2,402",0,963,45,19,1,41,12,95.16%,3.91%,143,32,2
2009,54,Louisa County,On-Time Graduation Rate,4 yr rate,87.50%,400,350,180,0,144,14,12,1,5,<,89.25%,9.75%,39,4,0
2009,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,79.67%,123,98,40,0,52,<,<,0,0,0,79.67%,18.70%,23,2,0
2009,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,75.18%,685,515,257,0,220,28,10,10,21,<,80.00%,14.31%,98,34,5
2009,56,Madison County,On-Time Graduation Rate,4 yr rate,84.39%,173,146,91,0,49,<,<,0,9,0,89.60%,8.67%,15,3,0
2009,143,Manassas City,On-Time Graduation Rate,4 yr rate,73.00%,474,346,194,0,136,<,12,0,34,0,80.17%,16.03%,76,18,0
2009,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,81.29%,155,126,61,0,54,<,<,0,10,0,87.74%,9.68%,15,4,0
2009,116,Martinsville City,On-Time Graduation Rate,4 yr rate,85.12%,215,183,91,0,83,<,<,5,0,0,87.44%,7.44%,16,10,1
2009,57,Mathews County,On-Time Graduation Rate,4 yr rate,85.50%,131,112,60,0,46,<,<,6,0,0,90.08%,7.63%,10,3,0
2009,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,88.78%,392,348,144,0,154,33,17,1,0,0,89.03%,8.42%,33,4,6
2009,59,Middlesex County,On-Time Graduation Rate,4 yr rate,84.96%,133,113,40,0,64,<,<,0,5,0,88.72%,9.02%,12,3,0
2009,60,Montgomery County,On-Time Graduation Rate,4 yr rate,79.37%,756,600,327,0,235,15,23,4,24,0,83.07%,14.29%,108,20,0
2009,62,Nelson County,On-Time Graduation Rate,4 yr rate,78.71%,155,122,65,0,44,<,10,2,16,<,90.97%,7.10%,11,3,0
2009,63,New Kent County,On-Time Graduation Rate,4 yr rate,86.70%,218,189,82,0,93,10,<,1,8,0,90.83%,5.96%,13,7,0
2009,117,Newport News City,On-Time Graduation Rate,4 yr rate,74.44%,"2,516","1,873",768,0,"1,021",19,65,28,95,<,79.49%,13.04%,328,124,64
2009,118,Norfolk City,On-Time Graduation Rate,4 yr rate,73.51%,"2,148","1,579",605,15,858,22,79,75,30,<,78.54%,14.99%,322,138,1
2009,65,Northampton County,On-Time Graduation Rate,4 yr rate,77.85%,158,123,33,0,78,<,<,0,17,<,89.24%,10.13%,16,1,0
2009,66,Northumberland County,On-Time Graduation Rate,4 yr rate,75.40%,126,95,49,0,44,0,<,0,8,0,81.75%,17.46%,22,1,0
2009,119,Norton City,On-Time Graduation Rate,4 yr rate,87.50%,72,63,31,0,28,<,<,1,0,0,88.89%,11.11%,8,0,0
2009,67,Nottoway County,On-Time Graduation Rate,4 yr rate,80.00%,190,152,59,0,80,<,10,1,5,0,83.16%,12.63%,24,8,0
2009,68,Orange County,On-Time Graduation Rate,4 yr rate,91.17%,385,351,200,0,139,<,<,14,1,0,95.06%,2.86%,11,3,5
2009,69,Page County,On-Time Graduation Rate,4 yr rate,84.08%,314,264,81,0,169,<,<,7,18,<,94.27%,4.78%,15,3,0
2009,70,Patrick County,On-Time Graduation Rate,4 yr rate,88.69%,221,196,95,0,91,<,<,8,6,0,95.02%,4.98%,11,0,0
2009,120,Petersburg City,On-Time Graduation Rate,4 yr rate,61.43%,420,258,43,0,180,<,30,0,16,0,65.24%,25.95%,109,22,15
2009,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,83.57%,773,646,305,0,295,13,33,2,13,<,85.64%,11.77%,91,20,0
2009,142,Poquoson City,On-Time Graduation Rate,4 yr rate,91.67%,240,220,152,0,64,<,<,0,5,0,93.75%,5.00%,12,3,0
2009,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,62.85%,"1,335",839,333,0,445,25,36,11,20,0,65.17%,25.69%,343,94,28
2009,72,Powhatan County,On-Time Graduation Rate,4 yr rate,88.60%,342,303,167,0,122,<,12,12,5,0,93.57%,5.56%,19,3,0
2009,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,78.31%,189,148,66,0,64,0,18,3,3,0,81.48%,15.34%,29,6,0
2009,74,Prince George County,On-Time Graduation Rate,4 yr rate,81.04%,501,406,184,0,201,<,18,5,2,<,83.83%,11.78%,59,15,7
2009,75,Prince William County,On-Time Graduation Rate,4 yr rate,84.24%,"5,488","4,623","2,173",52,"2,219",79,100,92,49,0,86.81%,9.06%,497,199,28
2009,77,Pulaski County,On-Time Graduation Rate,4 yr rate,84.76%,420,356,145,0,174,0,37,0,18,<,89.52%,9.29%,39,5,0
2009,122,Radford City,On-Time Graduation Rate,4 yr rate,84.00%,125,105,52,0,47,0,<,8,0,0,90.40%,8.00%,10,2,0
2009,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,92.55%,94,87,37,0,44,<,<,0,1,0,93.62%,6.38%,6,0,0
2009,123,Richmond City,On-Time Graduation Rate,4 yr rate,68.67%,"1,583","1,087",331,1,592,79,84,36,0,<,71.38%,21.29%,337,114,2
2009,79,Richmond County,On-Time Graduation Rate,4 yr rate,88.24%,102,90,37,0,50,<,<,3,1,0,92.16%,6.86%,7,1,0
2009,124,Roanoke City,On-Time Graduation Rate,4 yr rate,66.63%,992,660,244,2,345,19,51,33,44,25,76.92%,20.36%,202,27,0
2009,80,Roanoke County,On-Time Graduation Rate,4 yr rate,89.81%,"1,286","1,155",672,0,452,11,20,7,26,<,92.61%,6.07%,78,14,3
2009,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,70.87%,309,219,95,0,114,<,<,13,15,0,79.94%,16.50%,51,11,0
2009,82,Rockingham County,On-Time Graduation Rate,4 yr rate,87.54%,955,836,394,0,393,15,34,3,15,<,90.37%,7.02%,67,25,0
2009,83,Russell County,On-Time Graduation Rate,4 yr rate,85.63%,327,280,108,0,141,27,<,1,14,0,90.21%,7.34%,24,8,0
2009,139,Salem City,On-Time Graduation Rate,4 yr rate,88.29%,316,279,181,0,93,<,<,12,2,0,92.72%,5.38%,17,6,0
2009,84,Scott County,On-Time Graduation Rate,4 yr rate,92.52%,294,272,124,0,130,<,10,7,0,0,94.90%,4.08%,12,3,0
2009,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,86.40%,500,432,243,0,171,<,13,18,0,0,90.00%,6.60%,33,13,4
2009,86,Smyth County,On-Time Graduation Rate,4 yr rate,84.39%,442,373,139,0,215,13,<,4,27,<,91.63%,7.69%,34,3,0
2009,87,Southampton County,On-Time Graduation Rate,4 yr rate,80.00%,225,180,66,0,95,10,<,7,0,0,83.11%,15.11%,34,4,0
2009,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,80.72%,"1,961","1,583",946,0,578,31,28,9,118,<,87.40%,7.65%,150,68,29
2009,89,Stafford County,On-Time Graduation Rate,4 yr rate,88.70%,"2,186","1,939","1,166",17,719,19,18,4,41,<,90.94%,5.95%,130,61,7
2009,126,Staunton City,On-Time Graduation Rate,4 yr rate,76.75%,228,175,97,0,56,<,14,6,14,0,85.53%,8.33%,19,4,10
2009,127,Suffolk City,On-Time Graduation Rate,4 yr rate,77.73%,"1,145",890,309,0,546,11,24,24,0,<,79.91%,15.02%,172,57,1
2009,90,Surry County,On-Time Graduation Rate,4 yr rate,72.94%,85,62,36,0,24,<,0,0,1,<,80.00%,17.65%,15,2,0
2009,91,Sussex County,On-Time Graduation Rate,4 yr rate,69.86%,146,102,40,0,50,<,<,3,3,<,74.66%,14.38%,21,8,8
2009,92,Tazewell County,On-Time Graduation Rate,4 yr rate,75.65%,538,407,125,0,251,10,21,43,8,<,85.50%,13.01%,70,7,1
2009,128,Virginia Beach City,On-Time Graduation Rate,4 yr rate,85.31%,"5,630","4,803","2,537",90,"1,982",45,149,33,206,<,89.64%,6.94%,391,192,0
2009,93,Warren County,On-Time Graduation Rate,4 yr rate,88.44%,450,398,200,0,183,<,<,14,0,<,92.00%,6.00%,27,9,0
2009,94,Washington County,On-Time Graduation Rate,4 yr rate,87.11%,605,527,240,0,277,10,0,6,36,0,94.05%,4.96%,30,6,0
2009,130,Waynesboro City,On-Time Graduation Rate,4 yr rate,80.73%,218,176,73,0,98,<,<,0,20,<,90.37%,7.34%,16,5,0
2009,207,West Point,On-Time Graduation Rate,4 yr rate,94.44%,54,51,32,0,17,<,0,0,1,<,98.15%,1.85%,1,0,0
2009,95,Westmoreland County,On-Time Graduation Rate,4 yr rate,76.51%,149,114,64,0,44,<,<,6,6,0,84.56%,9.40%,14,9,0
2009,131,Williamsburg-James City County,On-Time Graduation Rate,4 yr rate,82.55%,848,700,455,0,209,19,17,21,21,<,87.62%,9.08%,77,28,0
2009,132,Winchester City,On-Time Graduation Rate,4 yr rate,82.95%,346,287,126,0,144,<,<,11,4,<,87.57%,12.14%,42,1,0
2009,96,Wise County,On-Time Graduation Rate,4 yr rate,84.24%,514,433,189,0,229,11,<,10,19,<,90.27%,9.34%,48,2,0
2009,97,Wythe County,On-Time Graduation Rate,4 yr rate,81.89%,359,294,122,0,162,<,<,22,14,<,92.48%,4.74%,17,6,4
2009,98,York County,On-Time Graduation Rate,4 yr rate,92.56%,"1,089","1,008",590,17,371,14,16,5,14,<,94.40%,3.40%,37,20,4
2010,1,Accomack County,On-Time Graduation Rate,4 yr rate,76.35%,427,326,128,0,178,15,<,1,16,<,80.56%,16.16%,69,7,7
2010,2,Albemarle County,On-Time Graduation Rate,4 yr rate,91.97%,"1,021",939,645,0,260,10,24,3,8,<,93.24%,5.09%,52,17,0
2010,101,Alexandria City,On-Time Graduation Rate,4 yr rate,78.74%,748,589,230,0,323,22,14,3,32,0,83.42%,13.10%,98,22,4
2010,3,Alleghany County,On-Time Graduation Rate,4 yr rate,89.30%,215,192,95,0,81,<,10,3,0,<,91.63%,7.44%,16,2,0
2010,4,Amelia County,On-Time Graduation Rate,4 yr rate,85.96%,114,98,46,0,46,<,<,0,1,<,87.72%,8.77%,10,4,0
2010,5,Amherst County,On-Time Graduation Rate,4 yr rate,86.81%,379,329,136,0,176,<,13,19,6,0,93.40%,4.49%,17,4,4
2010,6,Appomattox County,On-Time Graduation Rate,4 yr rate,83.72%,172,144,91,0,47,<,<,1,6,0,87.79%,9.30%,16,5,0
2010,7,Arlington County,On-Time Graduation Rate,4 yr rate,85.24%,"1,355","1,155",646,52,413,36,<,0,6,<,86.13%,11.44%,155,33,0
2010,8,Augusta County,On-Time Graduation Rate,4 yr rate,87.30%,890,777,401,0,335,24,17,0,24,0,90.00%,8.88%,79,10,0
2010,9,Bath County,On-Time Graduation Rate,4 yr rate,84.15%,82,69,22,0,42,<,<,4,4,0,93.90%,3.66%,3,2,0
2010,10,Bedford County,On-Time Graduation Rate,4 yr rate,93.13%,888,827,407,0,381,<,32,7,12,<,95.61%,3.94%,35,3,1
2010,11,Bland County,On-Time Graduation Rate,4 yr rate,93.75%,80,75,19,0,49,<,<,0,1,0,95.00%,1.25%,1,3,0
2010,12,Botetourt County,On-Time Graduation Rate,4 yr rate,91.60%,369,338,173,0,150,<,<,8,7,0,95.66%,4.07%,15,0,1
2010,102,Bristol City,On-Time Graduation Rate,4 yr rate,80.56%,180,145,68,2,67,<,<,0,12,<,88.89%,8.89%,16,2,2
2010,13,Brunswick County,On-Time Graduation Rate,4 yr rate,86.21%,174,150,41,0,94,13,<,4,0,0,88.51%,5.17%,9,6,5
2010,14,Buchanan County,On-Time Graduation Rate,4 yr rate,87.59%,266,233,59,0,147,27,0,2,8,<,91.73%,7.89%,21,1,0
2010,15,Buckingham County,On-Time Graduation Rate,4 yr rate,83.82%,204,171,60,0,99,11,<,1,10,0,89.22%,9.80%,20,2,0
2010,103,Buena Vista City,On-Time Graduation Rate,4 yr rate,87.88%,99,87,42,0,41,<,<,0,5,0,92.93%,5.05%,5,2,0
2010,16,Campbell County,On-Time Graduation Rate,4 yr rate,79.18%,706,559,290,0,219,34,16,16,50,<,88.95%,7.65%,54,23,1
2010,17,Caroline County,On-Time Graduation Rate,4 yr rate,81.90%,315,258,85,0,154,<,14,6,0,0,83.81%,11.11%,35,14,2
2010,18,Carroll County,On-Time Graduation Rate,4 yr rate,87.80%,336,295,147,0,132,12,<,3,4,0,89.88%,8.93%,30,4,0
2010,19,Charles City County,On-Time Graduation Rate,4 yr rate,85.94%,64,55,22,0,29,<,<,1,0,0,87.50%,9.38%,6,2,0
2010,20,Charlotte County,On-Time Graduation Rate,4 yr rate,90.48%,189,171,84,0,73,11,<,2,6,<,95.24%,2.65%,5,3,1
2010,104,Charlottesville City,On-Time Graduation Rate,4 yr rate,79.82%,327,261,150,0,100,<,<,7,1,20,88.38%,7.34%,24,10,4
2010,136,Chesapeake City,On-Time Graduation Rate,4 yr rate,88.44%,"3,349","2,962","1,650",28,"1,132",63,89,9,86,12,91.64%,6.39%,214,66,0
2010,21,Chesterfield County,On-Time Graduation Rate,4 yr rate,87.99%,"4,854","4,271","2,476",25,"1,658",55,57,27,57,<,89.88%,8.38%,407,79,5
2010,22,Clarke County,On-Time Graduation Rate,4 yr rate,96.14%,207,199,121,15,56,<,<,1,4,0,98.55%,0.48%,1,1,1
2010,202,Colonial Beach,On-Time Graduation Rate,4 yr rate,69.39%,49,34,17,0,13,<,<,0,6,0,81.63%,8.16%,4,4,1
2010,106,Colonial Heights City,On-Time Graduation Rate,4 yr rate,89.57%,211,189,90,0,95,<,<,8,0,0,93.36%,5.21%,11,3,0
2010,107,Covington City,On-Time Graduation Rate,4 yr rate,82.86%,70,58,22,0,27,<,<,6,0,0,91.43%,8.57%,6,0,0
2010,23,Craig County,On-Time Graduation Rate,4 yr rate,86.27%,51,44,36,0,7,<,0,2,0,0,90.20%,9.80%,5,0,0
2010,24,Culpeper County,On-Time Graduation Rate,4 yr rate,86.64%,584,506,226,0,254,11,15,8,18,<,91.61%,5.65%,33,12,4
2010,25,Cumberland County,On-Time Graduation Rate,4 yr rate,86.67%,120,104,65,0,34,<,<,2,3,0,90.83%,5.00%,6,5,0
2010,108,Danville City,On-Time Graduation Rate,4 yr rate,78.89%,521,411,145,0,241,14,11,0,23,<,84.84%,11.52%,60,17,2
2010,26,Dickenson County,On-Time Graduation Rate,4 yr rate,87.02%,208,180,53,0,111,<,<,4,3,<,90.87%,8.17%,17,2,0
2010,27,Dinwiddie County,On-Time Graduation Rate,4 yr rate,77.40%,407,315,95,0,190,<,23,18,5,<,83.78%,9.58%,39,13,14
2010,28,Essex County,On-Time Graduation Rate,4 yr rate,81.65%,158,129,57,0,61,<,<,2,2,0,84.18%,9.49%,15,10,0
2010,29,Fairfax County,On-Time Graduation Rate,4 yr rate,91.23%,"13,282","12,117","7,810",292,"3,691",209,115,59,138,<,92.73%,5.87%,780,181,5
2010,109,Falls Church City,On-Time Graduation Rate,4 yr rate,96.99%,166,161,98,35,21,<,<,0,0,0,96.99%,1.20%,2,3,0
2010,30,Fauquier County,On-Time Graduation Rate,4 yr rate,90.33%,910,822,478,0,305,31,<,0,27,12,94.62%,3.85%,35,14,0
2010,31,Floyd County,On-Time Graduation Rate,4 yr rate,91.30%,138,126,66,0,52,<,<,0,0,0,91.30%,6.52%,9,2,1
2010,32,Fluvanna County,On-Time Graduation Rate,4 yr rate,90.29%,309,279,157,0,101,18,<,3,4,0,92.56%,5.18%,16,3,4
2010,135,Franklin City,On-Time Graduation Rate,4 yr rate,76.61%,124,95,44,0,43,<,<,0,4,0,79.84%,16.94%,21,4,0
2010,33,Franklin County,On-Time Graduation Rate,4 yr rate,87.93%,646,568,279,0,266,<,21,0,43,0,94.58%,5.11%,33,2,0
2010,34,Frederick County,On-Time Graduation Rate,4 yr rate,83.56%,"1,089",910,429,0,452,15,14,6,61,<,89.90%,7.16%,78,27,5
2010,110,Fredericksburg City,On-Time Graduation Rate,4 yr rate,81.00%,200,162,77,0,80,0,<,2,3,0,83.50%,13.00%,26,7,0
2010,111,Galax City,On-Time Graduation Rate,4 yr rate,87.65%,81,71,39,0,27,<,<,0,1,0,88.89%,7.41%,6,2,1
2010,35,Giles County,On-Time Graduation Rate,4 yr rate,83.69%,233,195,64,0,120,<,<,6,5,0,88.41%,11.59%,27,0,0
2010,36,Gloucester County,On-Time Graduation Rate,4 yr rate,78.85%,520,410,178,0,213,0,19,0,31,<,85.38%,9.42%,49,27,0
2010,37,Goochland County,On-Time Graduation Rate,4 yr rate,85.84%,226,194,94,0,86,<,<,11,6,0,93.36%,4.87%,11,2,2
2010,38,Grayson County,On-Time Graduation Rate,4 yr rate,87.97%,158,139,55,0,75,<,<,4,0,0,90.51%,9.49%,15,0,0
2010,39,Greene County,On-Time Graduation Rate,4 yr rate,88.72%,195,173,81,0,85,<,<,1,6,0,92.31%,5.64%,11,3,1
2010,40,Greensville County,On-Time Graduation Rate,4 yr rate,76.85%,216,166,53,0,91,13,<,2,0,0,77.78%,14.81%,32,16,0
2010,41,Halifax County,On-Time Graduation Rate,4 yr rate,83.16%,475,395,152,0,205,<,35,44,1,<,92.84%,5.89%,28,3,3
2010,112,Hampton City,On-Time Graduation Rate,4 yr rate,79.40%,"1,806","1,434",509,10,851,31,33,14,121,10,87.43%,9.14%,165,48,14
2010,42,Hanover County,On-Time Graduation Rate,4 yr rate,94.77%,"1,530","1,450",815,45,523,50,17,4,37,<,97.52%,2.22%,34,4,0
2010,113,Harrisonburg City,On-Time Graduation Rate,4 yr rate,81.84%,380,311,172,0,122,<,16,2,7,13,87.63%,10.79%,41,6,0
2010,43,Henrico County,On-Time Graduation Rate,4 yr rate,86.39%,"3,886","3,357","1,630",47,"1,477",87,116,95,43,18,90.40%,6.66%,259,114,0
2010,44,Henry County,On-Time Graduation Rate,4 yr rate,83.53%,589,491,209,0,245,30,<,9,38,0,91.51%,6.62%,39,9,2
2010,45,Highland County,On-Time Graduation Rate,4 yr rate,90.91%,22,20,10,0,10,0,0,0,2,0,100.00%,0.00%,0,0,0
2010,114,Hopewell City,On-Time Graduation Rate,4 yr rate,71.72%,343,246,62,0,170,<,13,1,10,0,74.93%,18.95%,65,15,6
2010,46,Isle of Wight County,On-Time Graduation Rate,4 yr rate,85.78%,429,368,202,0,149,<,<,8,5,0,88.81%,9.32%,40,6,2
2010,48,King George County,On-Time Graduation Rate,4 yr rate,89.74%,302,271,125,0,134,<,<,4,2,0,91.72%,6.29%,19,4,2
2010,50,King William County,On-Time Graduation Rate,4 yr rate,93.17%,161,150,71,0,71,<,<,1,0,0,93.79%,3.73%,6,4,0
2010,49,King and Queen County,On-Time Graduation Rate,4 yr rate,81.13%,53,43,13,0,24,<,<,0,0,<,83.02%,13.21%,7,0,2
2010,51,Lancaster County,On-Time Graduation Rate,4 yr rate,93.66%,142,133,68,0,57,<,<,1,3,0,96.48%,2.82%,4,1,0
2010,52,Lee County,On-Time Graduation Rate,4 yr rate,72.63%,285,207,53,0,140,12,<,0,3,<,76.14%,22.81%,65,3,0
2010,53,Loudoun County,On-Time Graduation Rate,4 yr rate,94.45%,"3,787","3,577","2,516",0,995,28,38,4,41,17,96.09%,2.90%,110,33,5
2010,54,Louisa County,On-Time Graduation Rate,4 yr rate,92.31%,364,336,178,0,141,10,<,0,4,<,93.68%,5.77%,21,2,0
2010,55,Lunenburg County,On-Time Graduation Rate,4 yr rate,69.85%,136,95,34,0,54,<,<,0,6,0,74.26%,20.59%,28,7,0
2010,115,Lynchburg City,On-Time Graduation Rate,4 yr rate,75.98%,712,541,259,0,244,29,<,12,15,<,80.20%,14.33%,102,29,10
2010,56,Madison County,On-Time Graduation Rate,4 yr rate,91.43%,175,160,92,0,58,<,<,0,6,<,95.43%,4.57%,8,0,0
2010,143,Manassas City,On-Time Graduation Rate,4 yr rate,76.33%,507,387,203,0,166,<,10,0,35,0,83.23%,13.21%,67,17,1
2010,144,Manassas Park City,On-Time Graduation Rate,4 yr rate,88.82%,152,135,63,0,64,<,<,0,4,0,91.45%,6.58%,10,3,0
2010,116,Martinsville City,On-Time Graduation Rate,4 yr rate,89.84%,187,166,84,0,71,<,<,5,0,0,92.51%,4.28%,8,5,1
2010,57,Mathews County,On-Time Graduation Rate,4 yr rate,93.52%,108,101,58,0,37,0,<,2,0,0,95.37%,1.85%,2,2,1
2010,58,Mecklenburg County,On-Time Graduation Rate,4 yr rate,85.15%,357,304,139,0,124,29,12,1,1,<,86.55%,12.32%,44,4,0
2010,59,Middlesex County,On-Time Graduation Rate,4 yr rate,83.78%,111,93,42,0,45,<,<,2,6,0,90.99%,9.01%,10,0,0
2010,60,Montgomery County,On-Time Graduation Rate,4 yr rate,84.71%,785,665,372,0,247,22,24,11,38,<,91.21%,7.64%,60,9,0
2010,62,Nelson County,On-Time Graduation Rate,4 yr rate,77.38%,168,130,64,0,59,<,<,0,24,0,91.67%,6.55%,11,2,1
2010,63,New Kent County,On-Time Graduation Rate,4 yr rate,88.38%,241,213,87,0,111,<,<,1,9,0,92.53%,4.56%,11,7,0
2010,117,Newport News City,On-Time Graduation Rate,4 yr rate,76.79%,"2,408","1,849",750,18,999,27,55,18,129,<,83.01%,11.30%,272,104,33
2010,118,Norfolk City,On-Time Graduation Rate,4 yr rate,74.16%,"2,245","1,665",710,21,821,19,94,54,60,<,79.47%,15.19%,341,120,0
2010,65,Northampton County,On-Time Graduation Rate,4 yr rate,77.08%,144,111,39,0,61,<,<,4,18,0,92.36%,6.94%,10,1,0
2010,66,Northumberland County,On-Time Graduation Rate,4 yr rate,79.17%,120,95,44,0,50,<,0,0,3,0,81.67%,16.67%,20,2,0
2010,119,Norton City,On-Time Graduation Rate,4 yr rate,83.08%,65,54,30,0,21,<,<,3,0,0,87.69%,12.31%,8,0,0
2010,67,Nottoway County,On-Time Graduation Rate,4 yr rate,81.82%,176,144,74,0,52,<,16,5,1,0,85.23%,11.36%,20,6,0
2010,68,Orange County,On-Time Graduation Rate,4 yr rate,83.92%,423,355,189,0,152,<,<,9,6,0,87.47%,6.38%,27,20,6
2010,69,Page County,On-Time Graduation Rate,4 yr rate,85.56%,277,237,100,0,117,<,12,4,12,10,94.95%,3.97%,11,3,0
2010,70,Patrick County,On-Time Graduation Rate,4 yr rate,94.36%,195,184,104,0,58,<,13,0,5,<,97.44%,2.05%,4,0,1
2010,120,Petersburg City,On-Time Graduation Rate,4 yr rate,74.23%,392,291,60,0,187,10,34,1,11,0,77.30%,19.39%,76,13,0
2010,71,Pittsylvania County,On-Time Graduation Rate,4 yr rate,83.98%,743,624,271,0,312,17,24,0,9,<,85.33%,10.63%,79,21,9
2010,142,Poquoson City,On-Time Graduation Rate,4 yr rate,91.44%,222,203,138,0,61,<,<,1,11,0,96.85%,2.70%,6,1,0
2010,121,Portsmouth City,On-Time Graduation Rate,4 yr rate,67.86%,"1,226",832,306,0,458,23,45,18,23,0,71.21%,20.07%,246,91,16
2010,72,Powhatan County,On-Time Graduation Rate,4 yr rate,85.60%,361,309,176,0,123,<,<,17,4,0,91.41%,5.26%,19,8,4
2010,73,Prince Edward County,On-Time Graduation Rate,4 yr rate,74.89%,235,176,71,0,82,<,17,3,4,0,77.87%,18.30%,43,9,0
2010,74,Prince George County,On-Time Graduation Rate,4 yr rate,81.15%,541,439,200,0,210,<,25,8,8,<,84.84%,10.72%,58,23,1
2010,75,Prince William County,On-Time Graduation Rate,4 yr rate,88.15%,"5,636","4,968","2,396",34,"2,343",69,126,39,54,0,89.80%,6.97%,393,155,27
2010,77,Pulaski County,On-Time Graduation Rate,4 yr rate,85.53%,387,331,132,0,157,13,29,3,19,<,91.73%,4.91%,19,5,8
2010,122,Radford City,On-Time Graduation Rate,4 yr rate,90.00%,110,99,48,0,47,<,<,2,0,0,91.82%,4.55%,5,4,0
2010,78,Rappahannock County,On-Time Graduation Rate,4 yr rate,91.67%,84,77,41,0,29,<,0,0,0,0,91.67%,7.14%,6,1,0
2010,123,Richmond City,On-Time Graduation Rate,4 yr rate,72.73%,"1,566","1,139",352,3,676,61,47,24,5,12,75.35%,11.81%,185,118,83
2010,79,Richmond County,On-Time Graduation Rate,4 yr rate,71.17%,111,79,40,0,38,0,<,7,5,0,81.98%,16.22%,18,2,0
2010,124,Roanoke City,On-Time Graduation Rate,4 yr rate,67.69%,"1,009",683,240,2,392,11,38,60,22,25,78.30%,19.03%,192,27,0
2010,80,Roanoke County,On-Time Graduation Rate,4 yr rate,91.38%,"1,287","1,176",682,0,447,<,41,10,17,<,93.55%,5.13%,66,17,0
2010,81,Rockbridge County,On-Time Graduation Rate,4 yr rate,78.60%,257,202,92,0,96,<,11,9,13,<,88.33%,9.73%,25,4,1
2010,82,Rockingham County,On-Time Graduation Rate,4 yr rate,89.51%,934,836,406,0,383,14,33,3,19,<,92.29%,5.14%,48,24,0
2010,83,Russell County,On-Time Graduation Rate,4 yr rate,84.05%,351,295,113,0,151,28,<,2,19,0,90.03%,7.41%,26,9,0
2010,139,Salem City,On-Time Graduation Rate,4 yr rate,89.35%,338,302,199,2,96,<,<,13,5,0,94.67%,4.73%,16,2,0
2010,84,Scott County,On-Time Graduation Rate,4 yr rate,92.26%,297,274,133,0,131,<,<,5,1,0,94.28%,4.38%,13,4,0
2010,85,Shenandoah County,On-Time Graduation Rate,4 yr rate,89.78%,538,483,262,0,203,<,13,12,7,0,93.31%,5.76%,31,5,0
2010,86,Smyth County,On-Time Graduation Rate,4 yr rate,88.30%,436,385,115,0,223,36,11,2,30,<,95.87%,3.44%,15,2,1
2010,87,Southampton County,On-Time Graduation Rate,4 yr rate,77.92%,240,187,83,0,76,25,<,8,0,0,81.25%,12.08%,29,13,3
2010,88,Spotsylvania County,On-Time Graduation Rate,4 yr rate,88.28%,"2,048","1,808","1,036",0,755,<,10,0,100,<,93.21%,4.79%,98,33,8
2010,89,Stafford County,On-Time Graduation Rate,4 yr rate,90.56%,"2,277","2,062","1,315",14,702,11,20,2,41,0,92.45%,4.52%,103,62,7
2010,126,Staunton City,On-Time Graduation Rate,4 yr rate,81.17%,239,194,110,0,66,<,17,6,9,<,87.87%,8.79%,21,4,4
2010,127,Suffolk City,On-Time Graduation Rate,4 yr rate,80.55%,"1,100",886,341,0,493,17,35,32,2,<,83.82%,11.82%,130,46,2
2010,90,Surry County,On-Time Graduation Rate,4 yr rate,89.19%,74,66,39,0,22,<,<,1,0,0,90.54%,9.46%,7,0,0
