"On-time Graduation Rate"
10/26/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2019,DIV,"Colonial Heights City Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Colonial Heights City Public Schools","Students with Disabilities",41,34,82.9,36,87.8
2019,DIV,"Colonial Heights City Public Schools",White,156,139,89.1,150,96.2
2019,DIV,"Craig County Public Schools","All Students",59,53,89.8,53,89.8
2019,DIV,"Craig County Public Schools","Economically Disadvantaged",27,21,77.8,21,77.8
2019,DIV,"Craig County Public Schools",Female,30,29,96.7,29,96.7
2019,DIV,"Craig County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Craig County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Craig County Public Schools",Male,29,24,82.8,24,82.8
2019,DIV,"Craig County Public Schools","Students with Disabilities",<,<,<,<,<
2019,DIV,"Craig County Public Schools",White,57,51,89.5,51,89.5
2019,DIV,"Culpeper County Public Schools","All Students",651,592,90.9,598,91.9
2019,DIV,"Culpeper County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Culpeper County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Culpeper County Public Schools",Black,90,78,86.7,79,87.8
2019,DIV,"Culpeper County Public Schools","Economically Disadvantaged",255,216,84.7,220,86.3
2019,DIV,"Culpeper County Public Schools","English Learners",51,29,56.9,29,56.9
2019,DIV,"Culpeper County Public Schools",Female,312,289,92.6,291,93.3
2019,DIV,"Culpeper County Public Schools",Hispanic,154,130,84.4,130,84.4
2019,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Culpeper County Public Schools",Male,339,303,89.4,307,90.6
2019,DIV,"Culpeper County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Culpeper County Public Schools","Multiple Races",30,29,96.7,29,96.7
2019,DIV,"Culpeper County Public Schools","Students with Disabilities",50,47,94,47,94
2019,DIV,"Culpeper County Public Schools",White,367,345,94,350,95.4
2019,DIV,"Cumberland County Public Schools","All Students",108,101,93.5,101,93.5
2019,DIV,"Cumberland County Public Schools",Black,42,40,95.2,40,95.2
2019,DIV,"Cumberland County Public Schools","Economically Disadvantaged",72,66,91.7,66,91.7
2019,DIV,"Cumberland County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Cumberland County Public Schools",Female,50,49,98,49,98
2019,DIV,"Cumberland County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Cumberland County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Cumberland County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Cumberland County Public Schools",Male,58,52,89.7,52,89.7
2019,DIV,"Cumberland County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Cumberland County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Cumberland County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Cumberland County Public Schools","Students with Disabilities",13,11,84.6,11,84.6
2019,DIV,"Cumberland County Public Schools",White,56,52,92.9,52,92.9
2019,DIV,"Danville City Public Schools","All Students",393,319,81.2,331,84.2
2019,DIV,"Danville City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Danville City Public Schools",Asian,<,<,<,<,<
2019,DIV,"Danville City Public Schools",Black,256,202,78.9,208,81.3
2019,DIV,"Danville City Public Schools","Economically Disadvantaged",192,152,79.2,158,82.3
2019,DIV,"Danville City Public Schools","English Learners",19,15,78.9,16,84.2
2019,DIV,"Danville City Public Schools",Female,185,157,84.9,160,86.5
2019,DIV,"Danville City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Danville City Public Schools",Hispanic,37,33,89.2,33,89.2
2019,DIV,"Danville City Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Danville City Public Schools",Male,208,162,77.9,171,82.2
2019,DIV,"Danville City Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Danville City Public Schools","Students with Disabilities",76,60,78.9,65,85.5
2019,DIV,"Danville City Public Schools",White,86,74,86,78,90.7
2019,DIV,"Department of Juvenile Justice","All Students",52,23,44.2,40,76.9
2019,DIV,"Department of Juvenile Justice",Asian,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Black,35,17,48.6,28,80
2019,DIV,"Department of Juvenile Justice","Economically Disadvantaged",45,16,35.6,33,73.3
2019,DIV,"Department of Juvenile Justice","English Learners",<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Female,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Hispanic,<,<,<,<,<
2019,DIV,"Department of Juvenile Justice",Male,48,22,45.8,36,75
2019,DIV,"Department of Juvenile Justice","Students with Disabilities",19,9,47.4,15,78.9
2019,DIV,"Department of Juvenile Justice",White,11,4,36.4,9,81.8
2019,DIV,"Dickenson County Public Schools","All Students",145,138,95.2,140,96.6
2019,DIV,"Dickenson County Public Schools","Economically Disadvantaged",86,81,94.2,83,96.5
2019,DIV,"Dickenson County Public Schools",Female,75,71,94.7,72,96
2019,DIV,"Dickenson County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Dickenson County Public Schools",Male,70,67,95.7,68,97.1
2019,DIV,"Dickenson County Public Schools","Students with Disabilities",23,22,95.7,22,95.7
2019,DIV,"Dickenson County Public Schools",White,143,136,95.1,138,96.5
2019,DIV,"Dinwiddie County Public Schools","All Students",351,319,90.9,328,93.4
2019,DIV,"Dinwiddie County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Dinwiddie County Public Schools",Asian,<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Black,132,121,91.7,126,95.5
2019,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",163,145,89,150,92
2019,DIV,"Dinwiddie County Public Schools","English Learners",<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Female,165,152,92.1,156,94.5
2019,DIV,"Dinwiddie County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools",Hispanic,18,16,88.9,16,88.9
2019,DIV,"Dinwiddie County Public Schools",Male,186,167,89.8,172,92.5
2019,DIV,"Dinwiddie County Public Schools","Multiple Races",<,<,<,<,<
2019,DIV,"Dinwiddie County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Dinwiddie County Public Schools","Students with Disabilities",54,49,90.7,49,90.7
2019,DIV,"Dinwiddie County Public Schools",White,186,169,90.9,172,92.5
2019,DIV,"Essex County Public Schools","All Students",96,92,95.8,92,95.8
2019,DIV,"Essex County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Essex County Public Schools",Black,44,41,93.2,41,93.2
2019,DIV,"Essex County Public Schools","Economically Disadvantaged",57,53,93,53,93
2019,DIV,"Essex County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Essex County Public Schools",Female,45,44,97.8,44,97.8
2019,DIV,"Essex County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Essex County Public Schools",Male,51,48,94.1,48,94.1
2019,DIV,"Essex County Public Schools","Multiple Races",10,10,100,10,100
2019,DIV,"Essex County Public Schools","Students with Disabilities",17,14,82.4,14,82.4
2019,DIV,"Essex County Public Schools",White,36,35,97.2,35,97.2
2019,DIV,"Fairfax County Public Schools","All Students",14813,13781,93,13807,93.2
2019,DIV,"Fairfax County Public Schools","American Indian",35,34,97.1,34,97.1
2019,DIV,"Fairfax County Public Schools",Asian,3098,3046,98.3,3049,98.4
2019,DIV,"Fairfax County Public Schools",Black,1495,1434,95.9,1437,96.1
2019,DIV,"Fairfax County Public Schools","Economically Disadvantaged",4101,3687,89.9,3698,90.2
2019,DIV,"Fairfax County Public Schools","English Learners",2986,2166,72.5,2169,72.6
2019,DIV,"Fairfax County Public Schools",Female,7047,6686,94.9,6698,95
2019,DIV,"Fairfax County Public Schools","Foster Care",20,13,65,13,65
2019,DIV,"Fairfax County Public Schools",Hispanic,3957,3133,79.2,3142,79.4
2019,DIV,"Fairfax County Public Schools",Homeless,200,102,51,103,51.5
2019,DIV,"Fairfax County Public Schools",Male,7766,7095,91.4,7109,91.5
2019,DIV,"Fairfax County Public Schools",Migrant,<,<,<,<,<
2019,DIV,"Fairfax County Public Schools","Military Connected",485,482,99.4,482,99.4
2019,DIV,"Fairfax County Public Schools","Multiple Races",697,680,97.6,680,97.6
2019,DIV,"Fairfax County Public Schools","Native Hawaiian",17,16,94.1,16,94.1
2019,DIV,"Fairfax County Public Schools","Students with Disabilities",1888,1791,94.9,1798,95.2
2019,DIV,"Fairfax County Public Schools",White,5514,5438,98.6,5449,98.8
2019,DIV,"Falls Church City Public Schools","All Students",193,184,95.3,186,96.4
2019,DIV,"Falls Church City Public Schools",Asian,18,18,100,18,100
2019,DIV,"Falls Church City Public Schools",Black,11,10,90.9,11,100
2019,DIV,"Falls Church City Public Schools","Economically Disadvantaged",18,14,77.8,15,83.3
2019,DIV,"Falls Church City Public Schools","English Learners",14,9,64.3,10,71.4
2019,DIV,"Falls Church City Public Schools",Female,96,90,93.8,91,94.8
2019,DIV,"Falls Church City Public Schools",Hispanic,34,29,85.3,30,88.2
2019,DIV,"Falls Church City Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Falls Church City Public Schools",Male,97,94,96.9,95,97.9
2019,DIV,"Falls Church City Public Schools","Military Connected",12,11,91.7,11,91.7
2019,DIV,"Falls Church City Public Schools","Multiple Races",18,18,100,18,100
2019,DIV,"Falls Church City Public Schools","Students with Disabilities",33,32,97,33,100
2019,DIV,"Falls Church City Public Schools",White,112,109,97.3,109,97.3
2019,DIV,"Fauquier County Public Schools","All Students",983,938,95.4,960,97.7
2019,DIV,"Fauquier County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Fauquier County Public Schools",Asian,15,15,100,15,100
2019,DIV,"Fauquier County Public Schools",Black,81,77,95.1,78,96.3
2019,DIV,"Fauquier County Public Schools","Economically Disadvantaged",239,218,91.2,227,95
2019,DIV,"Fauquier County Public Schools","English Learners",42,28,66.7,34,81
2019,DIV,"Fauquier County Public Schools",Female,496,478,96.4,491,99
2019,DIV,"Fauquier County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Fauquier County Public Schools",Hispanic,153,143,93.5,146,95.4
2019,DIV,"Fauquier County Public Schools",Homeless,19,16,84.2,17,89.5
2019,DIV,"Fauquier County Public Schools",Male,487,460,94.5,469,96.3
2019,DIV,"Fauquier County Public Schools","Military Connected",13,13,100,13,100
2019,DIV,"Fauquier County Public Schools","Multiple Races",32,28,87.5,31,96.9
2019,DIV,"Fauquier County Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Fauquier County Public Schools","Students with Disabilities",153,147,96.1,147,96.1
2019,DIV,"Fauquier County Public Schools",White,698,671,96.1,686,98.3
2019,DIV,"Floyd County Public Schools","All Students",152,149,98,149,98
2019,DIV,"Floyd County Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Floyd County Public Schools",Black,<,<,100,<,100
2019,DIV,"Floyd County Public Schools","Economically Disadvantaged",69,67,97.1,67,97.1
2019,DIV,"Floyd County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Floyd County Public Schools",Female,73,72,98.6,72,98.6
2019,DIV,"Floyd County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Floyd County Public Schools",Homeless,<,<,100,<,100
2019,DIV,"Floyd County Public Schools",Male,79,77,97.5,77,97.5
2019,DIV,"Floyd County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Floyd County Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Floyd County Public Schools","Students with Disabilities",20,18,90,18,90
2019,DIV,"Floyd County Public Schools",White,138,135,97.8,135,97.8
2019,DIV,"Fluvanna County Public Schools","All Students",293,280,95.6,280,95.6
2019,DIV,"Fluvanna County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Fluvanna County Public Schools",Black,49,44,89.8,44,89.8
2019,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",97,88,90.7,88,90.7
2019,DIV,"Fluvanna County Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Fluvanna County Public Schools",Female,146,145,99.3,145,99.3
2019,DIV,"Fluvanna County Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Fluvanna County Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Fluvanna County Public Schools",Male,147,135,91.8,135,91.8
2019,DIV,"Fluvanna County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Fluvanna County Public Schools","Multiple Races",12,12,100,12,100
2019,DIV,"Fluvanna County Public Schools","Students with Disabilities",42,38,90.5,38,90.5
2019,DIV,"Fluvanna County Public Schools",White,222,214,96.4,214,96.4
2019,DIV,"Franklin City Public Schools","All Students",70,63,90,63,90
2019,DIV,"Franklin City Public Schools",Black,57,50,87.7,50,87.7
2019,DIV,"Franklin City Public Schools","Economically Disadvantaged",46,40,87,40,87
2019,DIV,"Franklin City Public Schools","English Learners",<,<,100,<,100
2019,DIV,"Franklin City Public Schools",Female,34,32,94.1,32,94.1
2019,DIV,"Franklin City Public Schools",Hispanic,<,<,100,<,100
2019,DIV,"Franklin City Public Schools",Male,36,31,86.1,31,86.1
2019,DIV,"Franklin City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Franklin City Public Schools","Students with Disabilities",13,8,61.5,8,61.5
2019,DIV,"Franklin City Public Schools",White,<,<,100,<,100
2019,DIV,"Franklin County Public Schools","All Students",513,477,93,477,93
2019,DIV,"Franklin County Public Schools",Asian,<,<,100,<,100
2019,DIV,"Franklin County Public Schools",Black,40,37,92.5,37,92.5
2019,DIV,"Franklin County Public Schools","Economically Disadvantaged",207,188,90.8,188,90.8
2019,DIV,"Franklin County Public Schools","English Learners",11,8,72.7,8,72.7
2019,DIV,"Franklin County Public Schools",Female,234,222,94.9,222,94.9
2019,DIV,"Franklin County Public Schools","Foster Care",10,7,70,7,70
2019,DIV,"Franklin County Public Schools",Hispanic,34,31,91.2,31,91.2
2019,DIV,"Franklin County Public Schools",Male,279,255,91.4,255,91.4
2019,DIV,"Franklin County Public Schools","Military Connected",<,<,<,<,<
2019,DIV,"Franklin County Public Schools","Multiple Races",18,17,94.4,17,94.4
2019,DIV,"Franklin County Public Schools","Students with Disabilities",80,69,86.3,69,86.3
2019,DIV,"Franklin County Public Schools",White,418,389,93.1,389,93.1
2019,DIV,"Frederick County Public Schools","All Students",1045,975,93.3,976,93.4
2019,DIV,"Frederick County Public Schools","American Indian",<,<,<,<,<
2019,DIV,"Frederick County Public Schools",Asian,19,19,100,19,100
2019,DIV,"Frederick County Public Schools",Black,48,44,91.7,44,91.7
2019,DIV,"Frederick County Public Schools","Economically Disadvantaged",316,287,90.8,288,91.1
2019,DIV,"Frederick County Public Schools","English Learners",69,43,62.3,43,62.3
2019,DIV,"Frederick County Public Schools",Female,519,489,94.2,489,94.2
2019,DIV,"Frederick County Public Schools","Foster Care",<,<,100,<,100
2019,DIV,"Frederick County Public Schools",Hispanic,189,155,82,155,82
2019,DIV,"Frederick County Public Schools",Homeless,14,13,92.9,13,92.9
2019,DIV,"Frederick County Public Schools",Male,526,486,92.4,487,92.6
2019,DIV,"Frederick County Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Frederick County Public Schools","Multiple Races",39,37,94.9,38,97.4
2019,DIV,"Frederick County Public Schools","Native Hawaiian",<,<,<,<,<
2019,DIV,"Frederick County Public Schools","Students with Disabilities",126,116,92.1,116,92.1
2019,DIV,"Frederick County Public Schools",White,746,718,96.2,718,96.2
2019,DIV,"Fredericksburg City Public Schools","All Students",288,240,83.3,248,86.1
2019,DIV,"Fredericksburg City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Fredericksburg City Public Schools",Asian,11,11,100,11,100
2019,DIV,"Fredericksburg City Public Schools",Black,102,90,88.2,92,90.2
2019,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",135,107,79.3,111,82.2
2019,DIV,"Fredericksburg City Public Schools","English Learners",42,18,42.9,20,47.6
2019,DIV,"Fredericksburg City Public Schools",Female,145,121,83.4,122,84.1
2019,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools",Hispanic,69,40,58,43,62.3
2019,DIV,"Fredericksburg City Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Fredericksburg City Public Schools",Male,143,119,83.2,126,88.1
2019,DIV,"Fredericksburg City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Fredericksburg City Public Schools","Multiple Races",12,10,83.3,10,83.3
2019,DIV,"Fredericksburg City Public Schools","Native Hawaiian",<,<,100,<,100
2019,DIV,"Fredericksburg City Public Schools","Students with Disabilities",37,32,86.5,33,89.2
2019,DIV,"Fredericksburg City Public Schools",White,92,87,94.6,90,97.8
2019,DIV,"Galax City Public Schools","All Students",96,87,90.6,91,94.8
2019,DIV,"Galax City Public Schools","American Indian",<,<,100,<,100
2019,DIV,"Galax City Public Schools",Asian,<,<,100,<,100
2019,DIV,"Galax City Public Schools",Black,<,<,<,<,<
2019,DIV,"Galax City Public Schools","Economically Disadvantaged",60,51,85,55,91.7
2019,DIV,"Galax City Public Schools","English Learners",19,16,84.2,16,84.2
2019,DIV,"Galax City Public Schools",Female,47,44,93.6,45,95.7
2019,DIV,"Galax City Public Schools","Foster Care",<,<,<,<,<
2019,DIV,"Galax City Public Schools",Hispanic,31,26,83.9,27,87.1
2019,DIV,"Galax City Public Schools",Homeless,<,<,<,<,<
2019,DIV,"Galax City Public Schools",Male,49,43,87.8,46,93.9
2019,DIV,"Galax City Public Schools","Military Connected",<,<,100,<,100
2019,DIV,"Galax City Public Schools","Multiple Races",<,<,100,<,100
2019,DIV,"Galax City Public Schools","Students with Disabilities",<,<,100,<,100
2019,DIV,"Galax City Public Schools",White,54,52,96.3,54,100
2019,DIV,"Giles County Public Schools","All Students",184,167,90.8,175,95.1
2019,DIV,"Giles County Public Schools",Asian,<,<,100,<,100
